id,title,author1,author2,author_gender,category,frmt1,frmt2,p_vb,p_nn,p_pn,p_pp,p_ab,p_ma,p_mi,p_kn,p_jj,p_dt,p_pm,p_pl,p_sn,p_pa,p_hp,p_ps,p_ie,p_ha,p_pc,p_rg,p_in,p_ro,p_uo,p_hd,p_hs,r_punct,r_nsubj,r_advmod,r_case,r_root,r_obl,r_obj,r_mark,r_conj,r_cc,r_det,r_amod,r_aux,r_advcl,r_compound:prt,r_nmod,r_cop,r_nmod:poss,r_parataxis,r_xcomp,r_fixed,r_acl:relcl,r_ccomp,r_expl,r_nsubj:pass,r_acl,r_nummod,r_flat:name,r_dislocated,r_appos,r_csubj,r_iobj,r_discourse,r_obl:agent,r_orphan,r_aux:pass,r_compound,r_csubj:pass,r_list
SvB_BS_299,Jamåhonleva,"Roslund, Anders",,M,CRIME,hb,sell,163265,139558,106806,83948,87583,83018,63446,45235,47656,39688,28041,18633,16103,1192,19811,12614,9095,11116,10527,7154,2952,1701,385,378,95,146035,102000,89052,73356,85191,51145,48804,38161,40415,37274,39971,37514,21127,20684,19193,20945,13384,19302,7954,11145,13159,18386,7714,6972,5605,4587,5772,4769,3235,3330,1570,1294,225,342,138,145,29,73,0
SvB_BS_300,Jag for ner till bror,"Smirnoff, Karin",,F,PRESTIGE,pb,sell,205958,152576,140687,85465,73822,111230,0,45898,38586,32954,15128,22391,15029,25,11754,13987,8613,9165,8147,2724,4012,785,797,196,74,111328,138270,80373,77257,111291,60547,59026,36071,34476,37543,33101,25998,23998,22943,22857,17078,19483,18109,4822,12588,9619,9042,8919,6024,4625,3877,1914,380,2307,245,1742,1632,2086,37,74,123,123,74,0
SvB_BS_301,En helt vanlig familj,"Edvardsson, Mattias",,M,CRIME,pb,both,182984,125715,126657,81890,74954,88351,48776,39310,38633,32141,33643,17670,18013,29821,12634,14650,9139,8882,8438,3487,2436,677,677,397,23,165936,121667,79866,72487,85424,57907,52754,39061,32834,31892,32476,26365,24030,21282,17857,15109,17950,18846,13459,12198,10758,9146,9824,7387,4305,3947,2545,3441,2779,1471,1915,1666,560,218,234,195,117,78,16
SvB_BS_302,Bokhandeln på Riverside Drive,"Skybäck, Frida",,F,OTHER,pb,sell,195980,111396,119178,78083,89231,76781,43706,39192,38576,31808,46176,21465,18742,24481,11856,12261,11387,12233,7880,2463,5417,588,630,448,42,144058,122796,97154,67515,74066,55470,58389,41634,33026,34230,31878,25895,32809,28190,21800,13192,15229,16754,11793,14291,11541,9728,10806,6733,3184,3870,1953,2030,2435,896,2254,2610,1064,182,154,210,112,70,0
SvB_BS_303,Tatueraren i Auschwitz,"Morris, Heather",,F,OTHER,pb,sell,187905,132224,116878,86273,63686,81973,49147,40223,38271,34000,35499,24227,13210,28116,12913,13789,11682,10735,8712,4837,4045,849,410,297,99,158318,114318,70348,76585,78211,59146,61706,34834,40096,35923,34071,28965,26518,22530,25062,18782,13747,18527,13238,12573,9066,10141,9377,4073,5403,4172,3988,651,2291,1612,1853,2164,1047,184,99,226,57,28,71
SvB_BS_304,Sommar på den lilla ön i havet,"Colgan, Jenny",,F,OTHER,pb,sell,178973,107109,115402,73466,84056,75171,79836,42764,46201,29501,32364,18371,16456,36202,12549,10730,10869,8781,8972,1906,7971,600,1427,244,78,190051,111878,85066,62831,70646,48751,47384,40605,37942,36263,29492,30493,27795,22139,18597,13584,17266,13967,22348,12253,13393,10460,8328,7179,3159,4212,1488,1358,2541,2524,1619,1749,1801,252,261,131,131,52,9
SvB_BS_305,Det som göms i snö,"Gerhardsen, Carin",,F,CRIME,pb,both,184911,132528,115899,91089,94455,63833,58808,47117,43080,38237,25903,17685,19631,527,15038,10751,12630,9581,11432,3663,2052,681,96,297,77,122765,107306,97553,77125,65397,58012,55442,45659,38112,39982,38275,30440,31610,26613,18471,17186,18442,14951,11815,13004,16236,12889,8286,8430,6224,5562,2944,978,3366,2024,2004,1793,547,192,153,115,10,58,29
SvB_BS_306,Motiv X,"Ahnhem, Stefan",,M,CRIME,pb,sell,177921,124121,112202,89670,98130,64784,41894,48598,39980,39629,24082,21145,20128,23204,14712,10293,13469,11668,10638,5592,4469,1167,2178,220,107,129211,102216,101670,74192,59337,55420,50625,50838,34683,38813,39497,29455,28501,29882,21578,19293,19626,13362,13312,11322,18685,12741,8862,8580,4425,4820,4299,2812,4262,1663,2209,1582,1312,308,232,100,207,56,13
SvB_BS_307,Arv och miljö,"Hjorth, Vigdis",,F,PRESTIGE,pb,sell,204911,133290,130379,89488,69224,41534,72685,53660,46001,29233,20615,14394,28379,316,12325,11892,11401,11787,10652,4315,1368,1251,526,351,23,114476,114920,77140,76310,41756,57940,54362,54818,59869,46714,29724,25327,41710,33022,14500,16359,22135,16710,16406,13283,12816,12781,12535,8220,4291,5297,3590,1567,2760,3052,2105,1789,713,281,199,269,35,222,0
SvB_BS_308,På egen hand,"Keyes, Marian",,M,OTHER,pb,sell,171351,109960,121762,68984,87324,76188,73841,39902,47124,32059,28308,15527,15685,43513,8631,15119,12206,7186,10126,5224,6909,707,1876,453,36,192201,107214,87084,60254,66479,44890,48574,39258,34125,33781,32326,30514,29626,22563,16030,16066,22744,19224,21312,12151,12174,8694,7498,6393,3774,4449,4318,2197,2478,3507,2188,2592,2093,236,444,163,245,127,14
bstream_001,Alla kan se dig,"Jansson, Anna",,F,CRIME,no,strm,201346,137144,121268,85776,64025,84724,32481,37492,41815,33273,40117,18710,20241,19928,11157,11876,11126,11365,10396,2792,1875,542,229,292,10,136967,124570,72244,75828,77703,58649,58483,42284,32325,32273,33638,26668,35711,25991,19512,17907,20908,16699,12667,15449,8959,10449,11105,7584,4917,4000,2261,5198,2552,1302,2344,1531,427,188,240,271,31,167,0
bstream_002,"Falleri, fallera, falleralla","Gerhardsen, Carin",,F,CRIME,no,strm,171904,140157,103400,96391,86940,63781,63708,47329,44997,41604,35901,17264,17323,834,15825,11000,11318,8617,12896,4346,2147,856,1011,332,118,127924,105385,89567,83325,64305,59333,52250,41390,38601,40135,41707,34359,25889,24170,18017,22340,17463,15641,12683,11568,15966,13383,7961,7105,5821,5792,3497,4228,2899,2154,1844,1830,620,266,199,125,125,103,30
bstream_003,Hämnaren,"Buthler, Dan",Dag Öhrlund,M,CRIME,no,strm,177858,148264,95507,92789,78780,64709,46170,46487,45880,39768,44412,20051,19145,13930,10281,13200,10588,10967,10799,4424,3790,748,862,545,44,124001,101698,84804,80943,65782,62317,60303,42020,46003,40586,40155,34439,28819,27984,20192,21124,13974,20095,6728,13341,12681,10070,8284,4564,4846,4177,3852,6235,1988,2005,1592,2348,1108,273,123,246,79,114,106
bstream_004,Vita spår,"Schepp, Emelie",,F,CRIME,no,strm,191616,130864,114294,82988,75343,86783,78112,41757,35864,30698,34757,20974,13628,781,11849,11340,8753,8562,9425,4494,5738,708,463,173,36,164631,114212,78402,75125,88572,58391,58300,30680,42847,37226,30898,25986,24851,17197,21328,16016,14355,14309,16915,11840,9025,9588,9116,6002,4186,3014,3323,5148,2579,1562,1589,1335,953,163,136,145,18,36,0
bstream_005,Dominodöden,"Moström, Jonas",,M,CRIME,no,strm,181747,140403,97724,87853,60495,69698,60626,48479,33191,33279,55078,17531,17323,35030,10856,9192,7824,11239,9838,6194,4749,799,536,285,33,164456,114620,69030,79131,66229,58547,54760,36824,42427,41005,33366,25367,22675,23178,17761,22467,16612,14675,20847,10943,10188,10320,9236,5351,3863,3896,4957,7748,2221,2057,1587,1620,1313,142,241,186,109,44,0
bstream_006,Den gränslöse,"Adler-Olsen, Jussi",,M,CRIME,no,strm,166892,128040,115435,86843,96670,67317,57865,42365,41615,37631,34240,16325,17851,23372,14291,11137,9256,9890,10460,4919,5473,1035,597,396,85,147926,108921,99781,76229,62599,55266,51066,39100,36691,35111,37837,30388,24513,24688,17001,21645,17276,17445,15294,11406,15400,11575,7840,7550,4063,4882,3909,2657,2784,2636,1992,1828,1944,153,195,222,85,53,48
bstream_007,Skymningsflickan,"Wennstam, Katarina",,F,CRIME,no,strm,175874,133687,111708,87672,83766,80693,47829,41961,42829,35624,32361,18125,18628,21901,14418,11970,9175,10217,10469,4635,4297,642,1137,321,61,149320,113236,86396,77802,78236,57603,48697,39843,33940,34279,35911,30052,26015,22404,18923,21432,17812,17179,11467,10772,12413,12630,9644,7535,4227,4410,3654,3924,3134,1745,1936,1606,1007,191,191,174,139,122,0
bstream_008,En mörkare himmel : Gran Canaria,"Jungstedt, Mari",Ruben Eliassen,2,CRIME,no,strm,193199,142947,122583,92432,73916,73972,51752,41702,42874,37098,28032,22660,17363,94,13182,10913,8344,9694,10904,2588,2363,591,478,291,28,125612,119902,79166,82869,74647,64381,58981,37211,43080,35692,37258,28604,28970,23054,23270,20035,17879,13988,12544,13660,8944,12647,9085,5953,4322,3525,1978,3403,2616,1613,1678,2034,553,253,150,150,150,141,0
bstream_009,I sanningens namn,"Sten, Viveca",,F,CRIME,no,strm,194411,136126,103436,85660,73863,85089,48745,29871,38099,34351,48285,23185,16371,28840,9965,7376,9957,10494,8347,4676,1516,886,179,247,26,162087,121450,79945,76120,80464,60499,52749,35790,26191,24956,34487,27409,32613,22401,23644,16652,17324,12512,17716,12325,11533,9974,8228,7402,4898,3526,3407,4906,1899,1627,2419,1840,315,196,170,162,85,77,0
bstream_010,Rädslans fångar,"Jansson, Anna",,F,CRIME,no,strm,201417,137958,117475,88288,64045,83279,33846,38969,38988,32283,42094,18902,18646,21402,11790,11695,11108,10872,10067,3627,2254,455,161,341,38,138025,123034,72000,77824,76640,59935,58344,40522,33874,34092,32776,25285,38609,24575,19413,18874,19631,16885,13078,15010,9943,10550,10284,7017,4441,4025,2765,3371,2273,1345,2481,1780,417,246,227,303,9,95,0
bstream_011,Kärlek sökes,"Hjulström, Carin",,F,OTHER,no,strm,184073,122303,109851,75861,92821,86944,60772,47006,48437,34446,36318,16620,17641,2776,10936,8507,10356,9536,9080,4385,7788,766,2336,425,15,149913,110060,93518,66472,87439,49551,49574,39427,41446,40533,34663,31863,28762,21454,17362,17896,18546,12459,12250,13364,13178,8701,9698,7571,4068,3882,3380,2034,2637,1802,2575,1678,1299,224,240,178,193,108,0
bstream_012,Där inga ögon ser,"Öhrlund, Dag",,M,CRIME,no,strm,178650,131312,103590,80970,81889,75755,58137,45913,39543,37177,43188,20927,18347,24975,10048,8893,8018,10452,8927,4923,6886,538,482,404,56,157353,109590,86544,70563,77191,55838,56544,36425,45240,40339,37278,28687,25625,24560,20960,16138,14321,13088,11013,12067,12583,8254,8310,4901,4553,3533,3802,3757,2658,2198,1312,2030,1850,247,247,213,67,123,0
bstream_013,Motvind,"Buthler, Dan",Dag Öhrlund,M,CRIME,no,strm,181856,142325,98315,89389,82071,65921,45988,46393,44484,39831,43211,19933,20526,14877,10955,12004,10353,10267,10525,4712,4549,516,430,482,86,125712,104265,86869,77608,67934,59988,59782,42626,44432,40631,40115,33348,31043,27638,20337,19976,13776,17749,6931,13544,13183,9597,8591,4919,5237,4024,3895,6303,2416,1746,1582,2115,1230,198,112,215,43,120,172
bstream_014,På sex meters djup,"Rudberg, Denise",,F,CRIME,no,strm,191478,124853,113816,83569,91941,78576,38018,40758,45802,39257,40283,21236,21862,888,13052,13653,12752,9110,10950,3491,3028,713,463,438,13,116869,116656,92980,72369,78814,57264,53873,46715,30609,35390,39695,33338,32274,24628,22313,15405,19534,18321,6783,15242,13127,10925,12276,7020,5631,4130,2878,4417,3141,1026,2853,1639,851,313,213,300,50,138,0
bstream_015,Prio ett,"Schepp, Emelie",,F,CRIME,no,strm,195925,122122,124300,80097,74187,83812,80899,43486,34049,28891,35023,18984,16243,342,11930,11085,8557,9548,8651,3928,6507,683,299,401,51,164053,120124,78278,72308,86041,56475,56065,33195,40890,38558,29104,23323,28284,18797,19275,14860,15970,13527,19275,12101,9573,8728,10257,7011,3518,3143,3109,4945,2536,1469,1956,1426,1187,205,137,196,17,85,0
bstream_016,Svart stjärna - S1E1,"Ersgård, Jesper",Joakim Ersgård,M,OTHER,no,strm,180214,136056,104815,86354,94333,86219,47877,41250,43752,41385,42061,17988,16229,1623,13389,9873,7371,8385,9738,6018,3449,947,203,473,0,134704,113132,96430,77766,87909,57817,51461,33203,36516,36110,41520,31377,28063,19137,18799,20084,17717,14539,8994,9940,10481,10346,7709,7303,6154,4125,4531,3246,4057,1961,1758,1352,676,338,135,0,68,0,541
bstream_017,Mordbrännaren,"Kant, Johan",Anders Gustafson,M,CRIME,no,strm,193670,145543,98047,89613,69361,81981,47256,42528,38542,35777,53486,21875,17849,591,11378,10387,10657,10006,10487,5288,4026,701,351,581,20,129367,117398,75431,79377,82472,62891,56280,39363,37109,37760,36348,30068,32512,20883,22216,18279,16506,16757,13131,11569,10497,9986,10126,6130,6030,3516,4167,4287,2394,1322,2133,1653,1372,240,180,130,40,80,0
bstream_018,Midnattsflickor,"Moström, Jonas",,M,CRIME,no,strm,179687,144161,99795,88785,62143,72583,60569,46171,37216,33383,46180,19182,16603,31809,10929,9515,7523,9515,10840,6661,4197,1209,1094,187,62,164383,114930,68608,80399,68679,58479,53499,35198,42107,38897,33570,27870,21263,22241,19413,23922,16932,14718,19644,11320,10209,10609,8662,5265,4055,3833,5282,6109,2277,2259,1565,1476,1396,267,196,196,196,71,9
bstream_019,När livet börjar om,"Dillon, Lucy",,F,OTHER,no,strm,183823,113558,120831,78739,86001,68382,56256,44010,45570,33552,35321,17356,19674,32075,10883,12503,11618,10644,9066,3114,5319,753,562,299,90,155985,113654,92497,67540,58444,51481,53274,44429,35721,36857,33868,31334,32500,27247,18234,16758,18652,16393,20762,12718,11564,10297,9562,6568,2869,4668,2546,1512,2689,2397,2056,2426,1667,155,287,173,114,102,0
bstream_020,Välkommen hem,"Schulman, Ninni",,F,CRIME,no,strm,190579,111241,117915,79074,89152,80183,58798,39743,35472,29502,40269,22459,16268,32991,12025,6709,9062,11798,7128,2715,5423,618,533,327,14,171091,118540,94468,69167,75322,55329,50262,35785,35941,34235,29587,21648,27569,23880,22835,14321,17462,9900,19040,14200,12757,9374,8628,7562,3930,3163,1983,2182,3063,1514,1834,1350,1429,163,185,213,36,43,7
bstream_021,Sov du lilla videung,"Börjlind, Rolf",Cilla Börjlind,2,CRIME,no,strm,187116,134362,112932,86811,77572,92014,52775,42185,40021,39210,39309,25950,12114,1139,11772,8705,7032,11331,9210,2633,4420,833,178,363,14,145081,119458,80213,79202,92220,60163,54946,27317,35843,37473,39381,31857,28704,17018,26085,19366,17765,12292,11623,10221,11281,9665,9210,6206,3473,2932,2078,1431,2562,1552,1210,1516,228,128,107,100,28,64,0
bstream_022,Den hemliga kvinnan,"Ekberg, Anna",,F,CRIME,no,strm,182801,129089,121946,80438,76363,90108,73994,30506,44107,38297,37807,21017,13399,382,13615,12809,7826,8525,9979,3298,2426,792,302,144,29,164030,120283,79063,72396,88250,54511,54907,30420,37642,25798,38448,28786,25488,18468,21816,17662,19303,17561,16085,10454,8381,12233,7855,7567,3312,3773,2650,1966,3535,2995,1570,1541,670,180,151,151,29,72,0
bstream_023,Det du inte vet,"Jansson, Anna",,F,CRIME,no,strm,200691,133092,115195,88016,64961,88104,34720,36541,37407,31668,50018,19403,19540,22622,11016,9509,10582,10002,10385,3130,2412,404,236,276,69,145033,124193,72088,77374,80052,59438,58070,40705,32426,32052,32023,24768,36512,23892,20082,18212,19629,14914,13811,14067,9933,10090,10740,6822,4272,3573,2402,3849,2244,1408,2254,1713,541,158,285,217,39,108,10
bstream_024,Tryggare kan ingen vara,"Öhrlund, Dag",,M,CRIME,no,strm,179146,133638,103375,81040,82414,75413,56233,46094,40060,37451,38638,19294,18311,26726,11034,8741,9245,10172,9188,4992,6618,577,943,594,65,156681,107904,86878,70624,76503,54704,57420,37841,43906,40117,37784,28263,27645,24466,19205,17310,14245,13448,10765,11408,13749,9310,8806,5212,4659,3569,4000,3537,2724,1626,1488,1927,1472,228,203,179,89,73,33
bstream_025,Uppståndelsen,"Buthler, Dan",Dag Öhrlund,M,CRIME,no,strm,177409,149150,95742,89088,76647,66390,45858,47364,45770,41183,46291,19351,18377,14882,9242,12412,10847,10443,11310,5502,4518,728,906,502,89,126284,102602,82110,77267,68625,59953,62178,40700,47502,41842,41429,34972,27737,27383,19686,21546,13504,18515,6565,13347,12343,8977,8347,4341,4538,3996,4646,8908,2333,1929,1476,2185,1211,266,138,207,236,59,118
bstream_026,De sju som såg,"Rudberg, Denise",,F,CRIME,no,strm,192197,117865,119278,79821,99897,77575,41223,41501,44945,37425,37867,20378,23734,416,11154,12416,13476,9375,9249,4442,4454,858,177,227,50,118710,117057,99089,68415,78030,55267,55532,49992,29665,35393,37488,30674,31785,26687,21059,14523,18914,16113,7192,15192,13325,10448,13186,7659,5325,3760,3798,4517,2940,1022,2826,2423,1438,227,88,114,0,114,13
bstream_027,Trogen intill döden,"Moström, Jonas",,M,CRIME,no,strm,179494,143806,98692,88912,64741,71764,58688,46522,35469,33589,48891,17140,17250,34575,11365,9282,7815,9780,9325,7074,3929,809,750,304,34,164378,114492,70558,80026,66343,58266,54472,36978,39752,38546,33648,26380,22511,22544,17899,24500,17014,14619,20116,10733,11306,10969,9072,5548,3743,3954,5691,5868,2563,2251,1830,1450,1104,329,244,177,84,42,0
bstream_028,Prästens lilla flicka,"Casserfelt, Susan",,F,CRIME,no,strm,184782,148726,97450,91355,72001,88326,43118,34076,37373,31176,45714,21886,16573,23875,11859,9198,9898,9705,9981,4521,4097,792,3094,378,46,154545,117587,79036,80638,86834,64626,56183,38054,28543,28276,31701,27613,27917,22438,22309,18212,15533,15321,10957,12605,12946,9217,8793,5478,4337,3895,3747,3066,2477,1344,1943,1731,1151,166,212,101,414,55,0
bstream_029,Den tatuerade cirkeln,"Casserfelt, Susan",,F,CRIME,no,strm,177888,145682,99477,88937,71087,84932,50518,36462,40887,35183,34939,22743,16383,31759,11833,9331,10477,10218,9785,4382,4424,748,1447,454,28,166153,112833,76384,77356,81584,59757,56451,39314,31724,30221,35435,30591,24888,23910,23267,18612,14572,13538,12518,11518,13859,8897,7555,5486,4186,3788,3425,1656,2817,1712,1866,2062,1139,140,280,147,280,77,0
bstream_030,Kvinnan på bänken,"Jansson, Anna",,F,CRIME,no,strm,196446,131307,123289,83417,68411,88401,37889,37174,39645,32602,38734,17856,18593,26253,11637,11691,9101,10835,10141,2655,2568,531,531,282,11,151991,124806,75725,74175,79939,57609,57327,37954,31919,32407,32916,25256,34769,22786,18506,16631,20900,16458,14291,13934,8505,10726,9806,7812,4659,3521,1777,3565,2405,1744,2048,1766,553,184,228,260,43,87,11
bstream_031,Bakom stängda dörrar,"Paris, B.A.",,F,CRIME,no,strm,205202,96193,152755,80008,78803,54377,59799,40234,31360,25366,26499,20413,34045,30022,9150,11396,15144,14460,7434,2614,3400,817,194,286,31,143514,123979,88769,64833,45196,54407,58196,64037,36588,35761,25488,17778,40295,37834,20597,12142,15777,13449,18718,14746,12193,8843,16002,7077,3135,4738,2083,1328,2532,2022,2900,3309,878,184,204,327,61,82,0
bstream_033,5:e Moseboken,"Larsson, Christina",,F,CRIME,no,strm,188350,127307,114890,88134,78699,65901,42626,46188,37097,34251,40233,20447,18617,29275,15716,9870,9426,9163,9200,7849,5003,1097,136,508,18,137394,114400,83358,76388,58396,59665,53366,39707,41384,39889,34623,25523,32819,25024,20746,19260,16894,13632,18617,12091,15055,13414,10505,7341,4323,3997,5275,5284,3743,1641,2076,1822,1622,227,199,218,27,54,0
bstream_034,Nådastöten,"Larsson, Christina",,F,CRIME,no,strm,184296,131200,113350,88294,76021,74677,44412,46486,33806,30984,40738,19962,18475,29469,15123,10549,11278,9583,10218,5142,4631,578,246,360,123,147990,111797,79667,75803,67840,58143,56211,41903,41183,40255,31117,22859,28390,25965,20748,20094,16657,14706,14147,11174,14233,12026,9791,7490,5161,3684,3437,7216,3437,1525,2008,1506,1269,189,133,170,19,57,0
bstream_035,Se till mig som liten är,"Öhrlund, Dag",,M,CRIME,no,strm,179823,131277,105250,80197,82903,75242,60057,46154,39284,37084,35254,19300,18702,27829,10579,8230,8664,9775,9504,5119,7482,662,1103,491,36,161463,108318,86797,69711,77342,53650,54739,37333,43121,40259,37219,26846,29210,24041,19649,16581,15263,11882,11348,12914,13754,8636,8956,5389,4948,3474,4079,2734,2456,1666,1566,2008,1709,214,221,242,164,85,14
bstream_036,Domaren,"Öhrlund, Dag",,M,CRIME,no,strm,183712,140705,104928,82608,81225,73253,53698,48594,43842,37606,30153,19824,18135,16381,10487,11861,9838,10858,10255,4399,5949,603,501,529,56,141977,106070,87350,71211,76371,56297,59573,39601,47759,42339,37912,29958,30506,25735,19916,15731,15100,16158,8260,12789,12334,9058,8213,4956,5132,3638,3434,2404,2608,1568,1513,2162,1596,223,102,251,84,84,28
bstream_037,Hämndens pris,"Lewin, Erik",,M,CRIME,no,strm,196791,148656,97964,89501,78463,67568,38380,44344,42758,37273,34019,21388,20104,9687,16355,11759,13227,9671,10945,5552,2323,856,1971,386,59,115376,115803,83068,77499,66679,58971,59458,46365,36946,37919,37684,32006,36367,26739,21958,19802,18217,17597,8295,12933,12069,14594,10719,5217,6014,4613,4890,1912,2776,1778,2088,1812,856,252,159,210,285,75,0
bstream_038,Änglabarnet,"Kant, Johan",Anders Gustafson,M,CRIME,no,strm,182845,157266,84779,93931,67203,72449,45338,45644,41279,38369,51350,19989,14896,19989,10415,10377,9535,9305,12368,7007,3255,1225,651,498,38,136895,110128,73061,84970,68964,66743,52192,34769,42045,41279,38867,35535,29370,21099,20869,21827,16887,16044,15700,10645,8616,9650,7850,5974,5974,3638,4787,6701,1876,1647,1838,1379,1379,230,153,77,191,153,0
bstream_039,Skuggorna ruva,"Moström, Jonas",,M,CRIME,no,strm,187932,129650,107151,85593,62952,75945,55810,45347,32046,32454,50691,18712,18995,36375,12669,7441,7833,10504,9739,5985,4237,949,649,300,42,167789,119994,70560,75929,69836,57975,55486,38805,39796,37840,32737,22965,22690,24147,19078,19969,17363,12111,20418,11220,11620,10663,10288,5885,3879,3821,4578,2714,2805,1831,1706,1648,1065,225,283,183,50,50,0
bstream_040,Ondskans ansikte,"Ahlstedt, Mats",,M,CRIME,no,strm,190422,145555,115496,92653,74181,78882,48522,38851,39772,36863,36666,20896,17914,62,12550,11639,10116,10479,11256,3686,2040,963,114,362,62,126989,119006,79979,80642,79451,60544,56050,40476,35641,32213,37225,28361,28682,23578,21683,20947,21186,16060,11224,12964,13534,10841,9361,7259,4753,4297,2951,4484,2806,1377,2454,1926,435,269,124,166,10,52,0
bstream_042,Mitt hjärta är ditt,"Jansson, Anna",,F,CRIME,no,strm,197447,133938,119415,82867,65631,85535,38280,39586,38076,34316,38002,18894,19321,27249,11726,10975,9679,10438,9901,4057,2797,509,945,398,19,150415,122944,72892,73772,77190,57471,57378,39354,33630,34612,34788,25396,34695,23248,19413,17709,20691,15727,14560,12911,7817,10429,10568,7280,4779,3890,3075,3844,2556,1491,2325,1788,713,195,139,176,46,93,0
bstream_043,Dotter saknad,"Jansson, Anna",,F,CRIME,no,strm,199466,128644,122713,84917,68013,82256,34937,41692,39353,32746,40201,20315,19878,23033,10858,11706,9803,11896,10347,3394,2883,478,181,255,33,139774,121700,76242,74669,75303,58556,58951,41132,35736,36675,32993,26016,35349,25142,21032,16970,20340,16394,12901,14433,9021,9935,10767,6961,4473,3897,2694,2636,2480,1219,2167,2051,741,173,165,189,66,58,0
bstream_044,Ingen lämnas kvar,"Öhrlund, Dag",,M,CRIME,no,strm,177692,125452,108754,78303,86689,75794,61880,47295,38747,36448,38577,19183,17767,26792,10571,8596,8183,9940,8418,4962,7754,745,1060,372,24,162872,109329,89441,68348,78668,53406,55963,35857,43272,41127,36545,26436,28767,23562,19345,14990,15509,12327,11397,11615,13428,8191,8458,5723,3812,3367,4063,2857,2768,1765,1603,2210,2145,227,186,235,138,49,0
bstream_045,Under nio nätter,"Rudberg, Denise",,F,CRIME,no,strm,188245,123321,121541,80592,90839,78488,47853,44226,41570,36595,37471,21345,21237,823,12243,14616,10922,9169,9466,3762,4193,539,593,324,27,126436,116175,93199,70627,78893,56402,57629,43498,33493,38469,36837,28221,29839,23623,21668,16302,18284,18837,8171,14481,11946,10382,12580,6782,4773,4126,3047,4868,2939,1106,2521,1712,1429,148,175,162,81,135,0
bstream_046,Snödrev,"Tursten, Helene",,F,CRIME,no,strm,180897,144005,105780,90215,75550,82670,50171,40392,46492,40511,37435,20850,17953,756,12957,10459,9423,8938,12855,5930,4061,892,595,195,17,133011,115568,79696,81582,83265,61667,50069,37817,32031,34963,40494,36475,27613,21691,20689,22286,19134,15268,9694,12430,10213,11385,8819,6848,5701,3798,4809,3619,2379,1708,2413,1674,467,221,136,153,93,119,0
bstream_047,Offer 2117,"Adler-Olsen, Jussi",,M,CRIME,no,strm,176189,131703,112657,88662,90208,62286,56079,45950,39261,36116,32595,16330,19251,21620,15495,12973,8435,10258,11186,5420,4315,993,1452,488,76,139562,110523,93071,77611,57595,58289,51153,38879,38467,39014,36357,29403,32166,25859,17411,21456,17023,18852,14331,11574,14537,12932,8400,8024,3874,4244,4350,2998,4150,2052,1752,1887,1346,135,176,241,241,65,0
bstream_048,Sista färjan från Ystad,"Alfredsson, Karin",,F,CRIME,no,strm,181646,145568,95428,82738,78542,77667,60821,45088,43656,38028,45347,20406,16329,3898,10462,11058,10263,10263,9587,5231,4952,875,1730,378,40,141789,112632,83852,72873,78959,52785,51334,37153,39858,39718,38366,32757,33493,22952,20327,21719,17642,17622,8910,11556,11416,9885,8672,6563,4555,3381,3918,5330,1870,2188,2387,1392,1134,338,179,179,239,40,40
bstream_049,Trojanen,"Ahlstedt, Mats",,M,CRIME,no,strm,188022,141088,115979,92223,74735,78952,49952,40523,39557,36275,40726,19977,19672,295,13596,10344,10507,9196,10720,3506,2439,874,285,508,51,128772,117971,80019,79846,79460,59727,55368,42545,35300,33562,36804,27953,26328,23452,20322,21023,20434,15455,11746,12366,14236,11939,9409,8251,4623,4674,2937,5548,2926,1575,2479,1738,437,264,112,305,20,71,0
bstream_050,Morden på Mörkö,"Karlsson, Samuel",,M,CRIME,no,strm,190652,139679,114265,91751,61378,82762,32699,46531,40213,41544,33302,24917,12817,25807,15622,8998,10338,9295,10137,3226,3197,383,211,230,48,140933,117768,66059,83451,76952,63761,54744,34987,38337,40491,41592,30028,26534,21002,24907,19336,19518,13047,16101,13574,7926,12214,7868,7533,4556,3389,2470,1206,3475,890,2001,1369,1034,230,258,268,86,57,48
bstream_051,Allt jag fått lära mig,"Westover, Tara",,F,OTHER,no,strm,189719,152918,123052,89084,58890,61336,54393,41544,40858,40411,19046,21179,21372,14378,10999,19299,12707,11648,9269,4288,850,1618,694,261,186,129942,120859,66369,78458,56839,62096,60322,48658,40903,34751,40530,29799,31790,29725,21283,18710,17465,23953,14832,12454,8814,10813,10686,5287,4019,4691,3520,1894,2327,3147,1491,2767,164,328,127,89,60,37,0
